Program,State,CD,Facilities,Percent
CAA,AL,,43,2.1916411824668707
CWA,AL,,1209,11.074471008518824
RCRA,AL,,55,0.9598603839441536
CAA,AL,4,7,2.413793103448276
CWA,AL,4,183,9.945652173913043
RCRA,AL,4,12,1.8181818181818181
