Year,Violations
2001,72
2002,257
2003,615
2004,867
2005,1001
2006,1004
2007,901
2008,1142
2009,1203
2010,1053
2011,1245
2012,978
2013,928
2014,955
2015,897
2016,693
2017,653
2018,625
2019,920
2020,767
