Date,Amount,Count
2001,55650.6,61
2002,73310.0,51
2003,56749.85,114
2004,51979.25,59
2005,31903.75,93
2006,25380.0,84
2007,138210.0,86
2008,98491.34,72
2009,18451.0,124
2010,375838.1,145
2011,8380.0,90
2012,1550.0,9
2013,0.0,13
2014,7250.0,25
2015,2358.0,24
2016,27373.0,23
2017,11280.0,16
2018,10580.0,22
2019,0.0,4
