Year,Violations
2001,78
2002,70
2003,133
2004,143
2005,139
2006,165
2007,167
2008,361
2009,415
2010,327
2011,365
2012,316
2013,263
2014,254
2015,373
2016,409
2017,468
2018,581
2019,618
2020,501
2021,4
