Date,Sum
2010,59814885.130995
2011,59794114.92070502
2012,54138589.140581
2013,60047558.75599998
2014,56529567.406000026
2015,57433294.25000002
2016,53812912.12600002
2017,55863231.39400002
2018,53984872.47000003
