Date,Sum_District,Sum_State
2010,3534202.5721749994,6932107.922175
2011,3768603.9300000006,6550570.772000001
2012,3707269.627458,5735543.567458001
2013,2728506.2980000004,4888243.97
2014,2920922.52,4595542.058000001
2015,3424007.978,4821682.602000001
2016,2714447.78,3525522.888
2017,2300173.134,3017218.1359999995
2018,2164370.4699999997,3303648.272
