Date,Count
2001,81
2002,58
2003,58
2004,82
2005,62
2006,63
2007,45
2008,41
2009,37
2010,31
2011,15
2012,11
2013,24
2014,45
2015,60
2016,29
2017,16
2018,56
2019,44
2020,17
