Year,Violations
2001,8
2002,23
2003,75
2004,143
2005,329
2006,361
2007,444
2008,423
2009,306
2010,267
2011,372
2012,103
2013,95
2014,144
2015,192
2016,221
2017,156
2018,242
2019,202
2020,199
