Year,Violations
2001,601
2002,672
2003,726
2004,738
2005,889
2006,1113
2007,1253
2008,1586
2009,2546
2010,3012
2011,3483
2012,4458
2013,3709
2014,4078
2015,4534
2016,4637
2017,4773
2018,4923
2019,4418
2020,3187
2021,6
