Date,Sum_District,Sum_State
2010,5323077.9399999995,86678856.99937499
2011,6103737.408000001,90088608.22806333
2012,5056067.818,84128360.17674768
2013,5568361.102,85205751.56200008
2014,5424186.3440000005,82311539.57499996
2015,4490522.869999998,76306704.07399999
2016,4838148.098,70945880.26319697
2017,4604071.756000002,76601631.40198302
2018,5184017.818,73653949.98
