YEAR,Total
2001,138
2002,192
2003,267
2004,247
2005,238
2006,200
2007,297
2008,331
2009,444
2010,388
2011,448
2012,292
2013,253
2014,267
2015,287
2016,224
2017,174
2018,209
2019,272
2020,310
