Year,Violations
2001,169
2002,322
2003,360
2004,546
2005,651
2006,787
2007,1027
2008,1323
2009,1054
2010,776
2011,616
2012,632
2013,520
2014,528
2015,541
2016,499
2017,491
2018,389
2019,613
2020,327
2021,1
