Year,Violations
2001,646
2002,624
2003,750
2004,815
2005,672
2006,782
2007,1245
2008,1681
2009,1841
2010,1485
2011,1777
2012,1707
2013,1618
2014,1654
2015,1764
2016,1861
2017,2375
2018,2639
2019,2586
2020,2123
