YEAR,Total
2001,0
2002,0
2003,1
2004,1
2005,1
2006,5
2007,1
2008,5
2009,7
2010,1
2011,3
2012,0
2013,0
2014,0
2015,0
2016,7
2017,18
2018,145
2019,276
2020,313
