Date,Count
2001,15
2002,13
2003,17
2004,6
2005,5
2006,9
2007,8
2008,3
2009,9
2010,10
2011,5
2012,10
2013,6
2014,6
2015,55
2016,56
2017,38
2018,55
2019,34
2020,7
