Year,Violations
2001,306
2002,565
2003,1348
2004,1588
2005,1451
2006,1336
2007,1268
2008,1713
2009,1565
2010,1609
2011,1840
2012,1864
2013,1717
2014,1485
2015,1892
2016,2049
2017,1652
2018,1533
2019,1410
2020,1281
2021,3
