Date,Count
2001,55
2002,41
2003,33
2004,46
2005,41
2006,53
2007,43
2008,62
2009,67
2010,55
2011,63
2012,87
2013,54
2014,48
2015,29
2016,37
2017,14
2018,46
2019,36
2020,16
