Year,Violations
2001,27
2002,4
2003,4
2004,4
2005,7
2006,8
2007,8
2008,8
2009,8
2010,8
2011,131
2012,113
2013,130
2014,136
2015,85
2016,153
2017,264
2018,691
2019,1182
2020,1251
