YEAR,Total
2001,104
2002,184
2003,188
2004,216
2005,297
2006,340
2007,334
2008,362
2009,394
2010,360
2011,394
2012,449
2013,526
2014,664
2015,1530
2016,1305
2017,1120
2018,1167
2019,1233
2020,880
