Date,Count
2001,55
2002,48
2003,57
2004,27
2005,37
2006,37
2007,42
2008,42
2009,43
2010,55
2011,74
2012,25
2013,31
2014,50
2015,54
2016,44
2017,40
2018,35
2019,20
2020,9
