Year,Violations
2001,61
2002,59
2003,61
2004,90
2005,79
2006,105
2007,108
2008,130
2009,162
2010,145
2011,164
2012,170
2013,213
2014,277
2015,396
2016,459
2017,556
2018,897
2019,1169
2020,1004
