YEAR,Total
2001,142
2002,121
2003,178
2004,137
2005,117
2006,76
2007,48
2008,36
2009,85
2010,44
2011,82
2012,138
2013,157
2014,141
2015,126
2016,84
2017,246
2018,801
2019,1094
2020,1045
