Date,Count
2001,41
2002,20
2003,39
2004,36
2005,49
2006,36
2007,48
2008,20
2009,39
2010,38
2011,33
2012,21
2013,28
2014,9
2015,26
2016,21
2017,32
2018,27
2019,17
2020,1
