Date,Count
2001,2
2002,3
2003,17
2004,20
2005,16
2006,33
2007,32
2008,2
2009,8
2010,31
2011,11
2012,4
2013,10
2014,3
2015,15
2016,3
2017,24
2018,18
2019,1
