Year,Violations
2001,45
2002,77
2003,355
2004,413
2005,394
2006,606
2007,618
2008,454
2009,456
2010,492
2011,551
2012,479
2013,479
2014,404
2015,279
2016,266
2017,268
2018,268
2019,310
2020,277
