YEAR,Total
2001,41
2002,34
2003,73
2004,228
2005,232
2006,210
2007,211
2008,248
2009,215
2010,219
2011,147
2012,158
2013,116
2014,161
2015,91
2016,172
2017,155
2018,274
2019,274
2020,323
2021,1
