Program,State,CD,Facilities,Percent
CAA,OH,,51,0.708136628714246
CWA,OH,,1951,52.47444862829478
RCRA,OH,,224,1.1604413821685748
CAA,OH,7,4,0.823045267489712
CWA,OH,7,201,53.7433155080214
RCRA,OH,7,22,2.152641878669276
